127.0.0.1 - - [08/Jul/2015:09:11:41 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/index.jsp HTTP/1.1" 302 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/login.jsp HTTP/1.1" 200 4911
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/js/xheditor/jquery-1.8.0.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/js/jquery.cookie.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/css/zice.style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/css/tipsy.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/css/icon.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/css/buttons.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/js/iphone.check.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/js/jquery-jrumble.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/js/jquery.tipsy.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/js/jquery.md5.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/js/login.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/loader_green.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/toplogo-jeecg.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/pick_bg.jpg HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/typelogin.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/user_.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/top_bgrepeat.jpg HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/shadowForm.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/off.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/slider_right.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/slider_left.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/slider_center.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/pass_.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/code.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:54 +0800] "GET /bpms/extend/on.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:11:55 +0800] "GET /bpms/login.jsp HTTP/1.1" 200 4911
127.0.0.1 - - [08/Jul/2015:09:11:55 +0800] "GET /bpms/Kaptcha.jpg HTTP/1.1" 200 1375
127.0.0.1 - - [08/Jul/2015:09:11:55 +0800] "GET /bpms/Kaptcha.jpg HTTP/1.1" 200 1397
127.0.0.1 - - [08/Jul/2015:09:11:55 +0800] "GET /extend/iconkey.ico HTTP/1.1" 404 987
127.0.0.1 - - [08/Jul/2015:09:12:00 +0800] "GET /bpms/extend/preloader.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:01 +0800] "POST /bpms/systemAction!load.action HTTP/1.1" 200 38
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/index.jsp HTTP/1.1" 200 12953
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "POST /bpms/layout/north.jsp HTTP/1.1" 200 2266
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "POST /bpms/layout/south.jsp HTTP/1.1" 200 128
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "POST /bpms/layout/center.jsp HTTP/1.1" 200 6330
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/metro/images/blank.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/metro/images/layout_arrows.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/metro/images/loading.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/metro/images/menu_arrows.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/metro/images/tabs_icons.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/systemAction!findAllFunctionList.action HTTP/1.1" 200 545
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/home.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/help.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/reload.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/color.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/save.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/logout.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/cancel.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/metro/images/tree_icons.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/mytask.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /bpms/themes/icons/loanmgr.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:03 +0800] "GET /favicon.ico HTTP/1.1" 404 973
127.0.0.1 - - [08/Jul/2015:09:12:04 +0800] "GET /bpms/themes/icons/mini_refresh.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:04 +0800] "GET /bpms/jsp/loanOrder/taskClaimMain.jsp HTTP/1.1" 200 17670
127.0.0.1 - - [08/Jul/2015:09:12:04 +0800] "GET /bpms/extend/fromedit.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:04 +0800] "GET /bpms/themes/metro/images/panel_tools.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:04 +0800] "GET /bpms/themes/metro/images/pagination_icons.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:04 +0800] "POST /bpms/loanOrder/loanOrderAction!findAllClaimTask.action HTTP/1.1" 200 883
127.0.0.1 - - [08/Jul/2015:09:12:05 +0800] "POST /bpms/loanOrder/loanOrderAction!findTaskFormKeyByLoanOrderId.action HTTP/1.1" 200 26
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/jsp/loanOrder/taskInitialAuditForm.jsp HTTP/1.1" 200 86114
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "GET /bpms/themes/metro/images/combo_arrow.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/contacts/contactsAction!findContactsByOid.action HTTP/1.1" 200 86
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 982
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "GET /bpms/themes/metro/images/validatebox_warning.png HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [08/Jul/2015:09:12:06 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
