127.0.0.1 - - [23/Sep/2015:09:03:33 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [23/Sep/2015:09:11:17 +0800] "GET /bpms/login.jsp HTTP/1.1" 200 4908
127.0.0.1 - - [23/Sep/2015:09:11:18 +0800] "GET /bpms/Kaptcha.jpg HTTP/1.1" 200 1488
127.0.0.1 - - [23/Sep/2015:09:11:25 +0800] "POST /bpms/systemAction!load.action HTTP/1.1" 200 38
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "GET /bpms/index.jsp HTTP/1.1" 200 11024
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "POST /bpms/layout/north.jsp HTTP/1.1" 200 4731
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "POST /bpms/layout/south.jsp HTTP/1.1" 200 128
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "POST /bpms/layout/center.jsp HTTP/1.1" 200 6341
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "GET /bpms/systemAction!findAllFunctionList.action HTTP/1.1" 200 4334
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "GET /bpms/extend/head_bg.jpg HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "GET /bpms/extend/head_right.jpg HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "GET /bpms/extend/admin_left.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "GET /bpms/layout/portal.jsp HTTP/1.1" 200 7773
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "GET /bpms/extend/admin_icon.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2015:09:11:26 +0800] "GET /bpms/extend/admin_right.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2015:09:11:27 +0800] "GET /bpms/message HTTP/1.1" 101 -
127.0.0.1 - - [23/Sep/2015:09:11:27 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [23/Sep/2015:09:11:27 +0800] "POST /bpms/loanOrder/loanOrderAction!findLoanTaskCount.action HTTP/1.1" 200 41
127.0.0.1 - - [23/Sep/2015:09:11:27 +0800] "POST /bpms/investOrder/investOrderAction!findInvestTaskCount.action HTTP/1.1" 200 41
127.0.0.1 - - [23/Sep/2015:09:11:27 +0800] "GET /favicon.ico HTTP/1.1" 404 973
127.0.0.1 - - [23/Sep/2015:09:16:00 +0800] "GET /bpms/jsp/loanOrder/loanOrderMain.jsp HTTP/1.1" 200 18748
127.0.0.1 - - [23/Sep/2015:09:16:00 +0800] "POST /bpms/common/commonAction!findTextArr.action HTTP/1.1" 200 53
